cluster_name,,A_1,A_2,A_3,A_4,A_5,A_6,B_1,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_2,B_22,B_23,B_24,B_25,B_26,B_27,B_28,B_29,B_3,B_30,B_4,B_5,B_6,B_7,B_8,B_9,C_1,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_2,C_20,C_21,C_3,C_4,C_5,C_6,C_7,C_8,C_9,D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,E_1,E_2,E_3,E_4,E_5,E_6,E_7
Lion_B,B_7,0.88845015,0.7895212,0.8977883,0.701492,0.702054,0.794585,0.94445944,0.93815815,0.9479932,0.9389669,0.9365014,0.95344394,0.94557416,0.94657737,0.9522675,0.9149873,0.960031,0.9529348,0.94840753,0.9615267,0.958045,0.9601866,0.93915737,0.9491439,0.963758,0.95241153,0.93355066,0.95725274,0.959896,0.96209097,0.9628228,1,0.9161728,0.95479125,0.7687714,0.8294002,0.84787355,0.7987796,0.85455155,0.72773856,0.827119,0.81961703,0.7687714,0.8294002,0.84787355,0.7987796,0.85455155,0.72773856,0.827119,0.81961703,0.7687714,0.8294002,0.84787355,0.7987796,0.85455155,0.72773856,0.827119,0.81961703,0.92727965,0.9383244,0.9263058,0.71037465,0.72094046,0.62577215,0.7803816,0.78930265,0.84746677,0.8928473,0.8567225,0.82171774,0.8038351
Lion_B,B_8,0.7660367,0.7864812,0.77817833,0.709978,0.708263,0.8085103,0.92511797,0.9474305,0.9614849,0.9683596,0.9186809,0.93781626,0.92667925,0.9367291,0.92463,0.8989873,0.9298253,0.9338931,0.9525031,0.9430906,0.9182104,0.9040916,0.89950395,0.91581774,0.91598755,0.89430285,0.91353095,0.91709495,0.9088112,0.92550015,0.90679085,0.9161728,0.99999976,0.90182847,0.7702743,0.8280845,0.81210494,0.8383205,0.89148575,0.93499863,0.740635,0.7054002,0.7702743,0.8280845,0.81210494,0.8383205,0.89148575,0.93499863,0.740635,0.7054002,0.7702743,0.8280845,0.81210494,0.8383205,0.89148575,0.93499863,0.740635,0.7054002,0.92494786,0.9182232,0.9063289,0.7720909,0.692706,0.95200384,0.82606107,0.827119,0.80521333,0.82047164,0.76489353,0.7250172,0.7032675
Lion_B,B_9,0.762635,0.83302176,0.7710598,0.730846,0.602159,0.7265199,0.97085834,0.95819676,0.9612204,0.95009017,0.9639444,0.97032255,0.9724691,0.9656855,0.97254336,0.9429786,0.92889476,0.97201765,0.9418121,0.96589243,0.9629493,0.97105575,0.95400363,0.9326464,0.96622443,0.96727467,0.95255744,0.96450746,0.9679816,0.9604007,0.9714766,0.95479125,0.90182847,1,0.7815305,0.76438613,0.92727965,0.9383244,0.9263058,0.71037465,0.72094046,0.62577215,0.7815305,0.76438613,0.92727965,0.9383244,0.9263058,0.71037465,0.72094046,0.62577215,0.7815305,0.76438613,0.92727965,0.9383244,0.9263058,0.71037465,0.72094046,0.62577215,0.8456056,0.87434137,0.86726546,0.6596258,0.7860104,0.682835,0.77003896,0.77964497,0.81860393,0.8631135,0.8444524,0.81711555,0.8018965
Lion_C,C_1,0.81198686,0.88287413,0.79274833,0.7800198,0.782216,0.8795352,0.8681018,0.81359703,0.83285315,0.8410002,0.747037,0.79274833,0.8605473,0.8881553,0.7864812,0.83302176,0.7376733,0.65047863,0.84494046,0.8215447,0.7875883,0.89427626,0.84955275,0.7875883,0.83079356,0.89914924,0.8336099,0.86547086,0.87397037,0.84494046,0.8143877,0.79680854,0.7660367,0.762635,1.0000001,0.98697776,0.99327487,0.9861393,0.9814835,0.99045175,0.9858302,0.9847464,0.9755846,0.96898705,0.9907759,0.97150534,0.97637945,0.96747553,0.9765594,0.99262303,0.9711632,0.9825505,0.9816864,0.9811256,0.9859617,0.7691185,0.9338472,0.692706,0.7303846,0.7211972,0.740635,0.74997037,0.7376733,0.65047863,0.8415119,0.7894183,0.8441951,0.88317835,0.84974796,0.8143877,0.79680854
Lion_C,C_10,0.7680141,0.84279466,0.8605473,0.8525596,0.8505567,0.88686615,0.7864812,0.7690284,0.701492,0.702054,0.794585,0.7170002,0.7341144,0.88287413,0.84279466,0.9058271,0.84998435,0.73606175,0.9043331,0.89914924,0.8231516,0.8182454,0.82897294,0.8456209,0.7905823,0.8685622,0.7495096,0.7646958,0.7437107,0.7497525,0.7735926,0.7533802,0.7864812,0.83302176,0.98697776,1,0.99316525,0.99213874,0.9911234,0.9887357,0.97061324,0.9862789,0.97472274,0.95702684,0.99242103,0.95891756,0.9658741,0.9573058,0.9637513,0.979048,0.9694308,0.9711759,0.97627276,0.99178755,0.99582297,0.7895212,0.88734096,0.704366,0.597353,0.80002124,0.7046762,0.72094046,0.6975447,0.61629555,0.8476733,0.76047863,0.8453076,0.8549603,0.8118758,0.7735926,0.7533802
Lion_C,C_11,0.8368522,0.9058271,0.8881553,0.86547086,0.8074888,0.8618566,0.83302176,0.7917222,0.709978,0.708263,0.8085103,0.7036383,0.8303846,0.82978106,0.7671551,0.8549323,0.77889174,0.7711269,0.84844685,0.8336099,0.7495096,0.751277,0.7619182,0.777646,0.7763264,0.8124103,0.751277,0.76372087,0.742752,0.74306506,0.80870855,0.78961825,0.77817833,0.7710598,0.99327487,0.99316525,1.0000002,0.99510646,0.9922394,0.9958753,0.98511136,0.98340243,0.9710822,0.96317893,0.9956853,0.9634138,0.98162395,0.9723139,0.96804833,0.9844169,0.9654532,0.97715837,0.9786774,0.9852704,0.99185616,0.7864812,0.7690284,0.701492,0.702054,0.794585,0.7170002,0.7341144,0.7054002,0.62577215,0.65047863,0.7845887,0.8110204,0.88088,0.8448577,0.80870855,0.78961825
Lion_C,C_12,0.7780284,0.84998435,0.77889174,0.7894183,0.76047863,0.74997037,0.87690973,0.79866993,0.730846,0.602159,0.7265199,0.8840877,0.88250207,0.83770895,0.7802642,0.86352146,0.7959631,0.7815305,0.86312926,0.8451295,0.7646958,0.76372087,0.77829707,0.79122674,0.7205747,0.82154644,0.7619182,0.77829707,0.75373113,0.7581389,0.80542237,0.7859382,0.709978,0.730846,0.9861393,0.99213874,0.99510646,1,0.9961076,0.99355984,0.97729564,0.9760286,0.96132195,0.9494685,0.99115235,0.9487586,0.9772755,0.9689305,0.9547806,0.9726062,0.9531953,0.96454644,0.9690949,0.98133415,0.9905324,0.83302176,0.7917222,0.709978,0.708263,0.8085103,0.7036383,0.8303846,0.728306,0.7009657,0.61629555,0.8255308,0.848819,0.8788838,0.8416265,0.80542237,0.7859382
Lion_C,C_13,0.896114,0.9311992,0.9323,0.88827,0.86707095,0.7376733,0.8846487,0.79152954,0.604649,0.8441951,0.7956958,0.65438613,0.7046762,0.81973296,0.7608458,0.84504026,0.76974154,0.73606175,0.8363236,0.82833755,0.7437107,0.742752,0.75373113,0.769948,0.7994511,0.8032272,0.777646,0.79122674,0.769948,0.7211972,0.79671204,0.7766831,0.708263,0.602159,0.9814835,0.9911234,0.9922394,0.9961076,0.99999964,0.9929051,0.9717478,0.97474235,0.9587569,0.9425703,0.98778385,0.94316494,0.9717048,0.96451664,0.9490603,0.9671919,0.95281327,0.96129,0.9675909,0.98322964,0.99015284,0.87690973,0.79866993,0.730846,0.602159,0.7265199,0.8840877,0.88250207,0.8546976,0.7211972,0.740635,0.74997037,0.7376733,0.87594134,0.8350934,0.79671204,0.7766831
Lion_C,C_14,0.82859373,0.9043331,0.84844685,0.8881553,0.864635,0.65047863,0.925331,0.7845887,0.697343,0.8453076,0.801904,0.782825,0.727638,0.82008266,0.76678604,0.847431,0.7797027,0.7711269,0.8470583,0.8368558,0.7497525,0.74306506,0.7581389,0.77246046,0.7758158,0.80346346,0.7250716,0.726067,0.7185815,0.81065276,0.8094651,0.7906376,0.8085103,0.7265199,0.99045175,0.9887357,0.9958753,0.99355984,0.9929051,1,0.98582405,0.9794856,0.9665909,0.95837635,0.99039954,0.95817983,0.9784328,0.9705831,0.9629092,0.980289,0.960306,0.97210276,0.9721117,0.97861385,0.98699427,0.8846487,0.79152954,0.604649,0.8441951,0.7956958,0.65438613,0.7046762,0.72094046,0.6975447,0.8613941,0.8269273,0.85001385,0.883755,0.8467282,0.8094651,0.7906376
Lion_C,C_15,0.83079356,0.89914924,0.8336099,0.86547086,0.87397037,0.84494046,0.8594783,0.88991976,0.808253,0.8028416,0.81359703,0.8172311,0.7933251,0.80901355,0.7481574,0.8360188,0.7576471,0.7815305,0.8283656,0.81616795,0.72999203,0.72951794,0.7423528,0.7573017,0.79462886,0.7928158,0.8124103,0.82154644,0.8032272,0.80346346,0.83596385,0.81709176,0.8999175,0.9601642,0.9858302,0.97061324,0.98511136,0.97729564,0.9717478,0.98582405,0.9999999,0.97505367,0.96538776,0.9666114,0.9820112,0.9603618,0.97893786,0.96555537,0.96520996,0.9813008,0.9574449,0.97846615,0.97229534,0.96099603,0.9705203,0.925331,0.7845887,0.697343,0.8453076,0.801904,0.782825,0.727638,0.692706,0.704366,0.8616733,0.8123921,0.83677286,0.8974129,0.8684225,0.83596385,0.81709176
Lion_C,C_16,0.77269435,0.8231516,0.7495096,0.7646958,0.7437107,0.7497525,0.80952406,0.86689425,0.7211972,0.740635,0.74997037,0.7376733,0.65047863,0.83174884,0.7717817,0.85784924,0.7817661,0.75565064,0.84901404,0.83601594,0.7517758,0.7516209,0.7639115,0.7801894,0.78927654,0.81623197,0.83079356,0.89914924,0.8336099,0.86547086,0.87397037,0.84494046,0.8143877,0.79680854,0.9847464,0.9862789,0.98340243,0.9760286,0.97474235,0.9794856,0.97505367,0.99999994,0.9937953,0.97251105,0.9874082,0.97133285,0.9615057,0.94847995,0.9766392,0.9862383,0.9846138,0.9844637,0.9821828,0.98577255,0.98508,0.8594783,0.88991976,0.808253,0.8028416,0.81359703,0.8172311,0.7933251,0.8033223,0.85245896,0.770002,0.7901561,0.8166254,0.87118495,0.8322304,0.7948357,0.7756665
Lion_C,C_17,0.7726544,0.8182454,0.751277,0.76372087,0.742752,0.74306506,0.78787804,0.8493228,0.88827,0.7845887,0.8110204,0.8268556,0.7939149,0.8027124,0.7387255,0.8273959,0.746178,0.7429063,0.80967486,0.79976606,0.7169086,0.72081375,0.73212075,0.7476078,0.743976,0.7860457,0.77269435,0.8231516,0.7495096,0.7646958,0.7437107,0.7497525,0.7735926,0.7533802,0.9755846,0.97472274,0.9710822,0.96132195,0.9587569,0.9665909,0.96538776,0.9937953,0.99999994,0.9771182,0.9777789,0.9721143,0.94751394,0.9304723,0.9771461,0.9825922,0.98668224,0.9836623,0.97579116,0.97611284,0.97324693,0.80952406,0.86689425,0.7211972,0.740635,0.74997037,0.7376733,0.65047863,0.8415119,0.79028774,0.741144,0.7473639,0.8184608,0.8537915,0.8162267,0.78031266,0.7620933
Lion_C,C_18,0.7717055,0.82897294,0.7619182,0.77829707,0.75373113,0.7581389,0.79274833,0.8605473,0.8881553,0.8255308,0.848819,0.8604108,0.7982755,0.82777774,0.7657262,0.8550464,0.77654034,0.783844,0.848613,0.82991123,0.7425968,0.743522,0.7527498,0.7696302,0.7364453,0.8099935,0.7726544,0.8182454,0.751277,0.76372087,0.742752,0.74306506,0.80870855,0.78961825,0.96898705,0.95702684,0.96317893,0.9494685,0.9425703,0.95837635,0.9666114,0.97251105,0.9771182,1.0000001,0.9713484,0.96904147,0.95063096,0.9341627,0.9729049,0.9760417,0.96919096,0.9871106,0.9743356,0.95254415,0.9534316,0.78787804,0.8493228,0.88827,0.7845887,0.8110204,0.8268556,0.7939149,0.86547086,0.8555119,0.81908221,0.740635,0.8137342,0.8478453,0.8114531,0.7761713,0.7590831
Lion_C,C_19,0.77466834,0.8456209,0.777646,0.79122674,0.769948,0.7211972,0.7800198,0.8525596,0.86547086,0.81880844,0.84298265,0.854221,0.83878493,0.83078736,0.7714681,0.8542373,0.78098094,0.88287413,0.84279466,0.9058271,0.84998435,0.73606175,0.9043331,0.89914924,0.8231516,0.8182454,0.82897294,0.8456209,0.7905823,0.8685622,0.75373113,0.7581389,0.80542237,0.7859382,0.9907759,0.99242103,0.9956853,0.99115235,0.98778385,0.99039954,0.9820112,0.9874082,0.9777789,0.9713484,1.0000001,0.96642417,0.97933614,0.96834815,0.97202337,0.9846406,0.97015595,0.9812612,0.98204255,0.9861611,0.9908311,0.79274833,0.8605473,0.8881553,0.8255308,0.848819,0.8604108,0.7982755,0.87397037,0.8616733,0.82681018,0.72094046,0.8126677,0.87727594,0.8358574,0.79770565,0.77766013
Lion_C,C_2,0.89268744,0.7347188,0.7250716,0.726067,0.7185815,0.81065276,0.782216,0.8505567,0.8074888,0.8269273,0.85001385,0.861539,0.834412,0.80717766,0.75891674,0.8363288,0.7713703,0.82978106,0.7671551,0.8549323,0.77889174,0.7711269,0.84844685,0.8336099,0.7495096,0.751277,0.7619182,0.777646,0.7763264,0.8124103,0.769948,0.7211972,0.79671204,0.7766831,0.97150534,0.95891756,0.9634138,0.9487586,0.94316494,0.95817983,0.9603618,0.97133285,0.9721143,0.96904147,0.96642417,1.0000002,0.94494283,0.9353466,0.99199915,0.98516786,0.97576463,0.97584265,0.9659864,0.9603595,0.9565682,0.7800198,0.8525596,0.86547086,0.81880844,0.84298265,0.854221,0.83878493,0.84494046,0.8215447,0.83968596,0.692706,0.79466987,0.7542569,0.72486925,0.7120333,0.7788586
Lion_C,C_20,0.7946874,0.8685622,0.8124103,0.82154644,0.8032272,0.80346346,0.8795352,0.88686615,0.8618566,0.8123921,0.83677286,0.8522935,0.84217435,0.80978554,0.75617164,0.8372884,0.7659504,0.83770895,0.7802642,0.86352146,0.7959631,0.7815305,0.86312926,0.8451295,0.7646958,0.76372087,0.77829707,0.79122674,0.7205747,0.82154644,0.7185815,0.81065276,0.8094651,0.7906376,0.97637945,0.9658741,0.98162395,0.9772755,0.9717048,0.9784328,0.97893786,0.9615057,0.94751394,0.95063096,0.97933614,0.94494283,1.0000001,0.9918976,0.95584404,0.9673504,0.9409759,0.9692335,0.9695465,0.96115804,0.9670713,0.782216,0.8505567,0.8074888,0.8269273,0.85001385,0.861539,0.834412,0.8178693,0.7912456,0.80860204,0.81738526,0.7939149,0.8929201,0.82370263,0.82099324,0.8764185
Lion_C,C_21,0.7376733,0.72999203,0.72951794,0.7423528,0.740635,0.81503966,0.920735,0.9067571,0.94049746,0.7901561,0.8166254,0.83143413,0.8290584,0.85459554,0.80251396,0.87625027,0.8097943,0.81973296,0.7608458,0.84504026,0.76974154,0.73606175,0.8363236,0.82833755,0.7437107,0.742752,0.75373113,0.769948,0.7994511,0.8032272,0.8032272,0.80346346,0.83596385,0.81709176,0.96747553,0.9573058,0.9723139,0.9689305,0.96451664,0.9705831,0.96555537,0.94847995,0.9304723,0.9341627,0.96834815,0.9353466,0.9918976,1,0.9461171,0.95574045,0.9260027,0.9556497,0.95760965,0.95233315,0.9584928,0.72094046,0.8372967,0.8572374,0.7894183,0.76047863,0.74997037,0.8329871,0.80668224,0.81925834,0.79028774,0.741144,0.7473639,0.80231154,0.7695241,0.7579625,0.8284462
Lion_C,C_3,0.65047863,0.7517758,0.7516209,0.7639115,0.7376733,0.65047863,0.891938,0.86196053,0.87242866,0.782825,0.8172311,0.8329871,0.76047863,0.8467779,0.88287413,0.84279466,0.9058271,0.84998435,0.73606175,0.9043331,0.89914924,0.8231516,0.8182454,0.82897294,0.8456209,0.7905823,0.8685622,0.77246046,0.7758158,0.80346346,0.95397925,0.9311552,0.9059422,0.94410044,0.9765594,0.9637513,0.96804833,0.9547806,0.9490603,0.9629092,0.96520996,0.9766392,0.9771461,0.9729049,0.97202337,0.99199915,0.95584404,0.9461171,1.0000002,0.9901492,0.98249924,0.98281735,0.97275996,0.9645093,0.9604828,0.89427626,0.84955275,0.7875883,0.742752,0.740635,0.9219383,0.9282557,0.8881553,0.86547086,0.8555119,0.81908221,0.740635,0.80561507,0.77973145,0.76578045,0.8312879
Lion_C,C_4,0.84494046,0.7169086,0.72081375,0.73212075,0.72999203,0.7517758,0.90454817,0.9143745,0.90110433,0.727638,0.7933251,0.80668224,0.74997037,0.8546492,0.82978106,0.7671551,0.8549323,0.77889174,0.7711269,0.84844685,0.8336099,0.7495096,0.751277,0.7619182,0.777646,0.7763264,0.8124103,0.7573017,0.79462886,0.7928158,0.9663075,0.9345876,0.897064,0.95326,0.99262303,0.979048,0.9844169,0.9726062,0.9671919,0.980289,0.9813008,0.9862383,0.9825922,0.9760417,0.9846406,0.98516786,0.9673504,0.95574045,0.9901492,0.9999999,0.98665065,0.98957336,0.9844054,0.9778773,0.9778618,0.849825,0.78669095,0.7726544,0.74306506,0.72094046,0.8372967,0.8572374,0.864635,0.87397037,0.8616733,0.82681018,0.72094046,0.7423447,0.7240693,0.70987093,0.77271175
Lion_C,C_5,0.8215447,0.7425968,0.743522,0.7527498,0.72951794,0.7516209,0.89228606,0.7622549,0.93836397,0.692706,0.7303846,0.7211972,0.740635,0.84622943,0.83770895,0.7802642,0.86352146,0.7959631,0.7815305,0.86312926,0.8451295,0.7646958,0.76372087,0.77829707,0.79122674,0.7205747,0.82154644,0.7801894,0.78927654,0.81623197,0.9430357,0.91142964,0.89043385,0.92925924,0.9711632,0.9694308,0.9654532,0.9531953,0.95281327,0.960306,0.9574449,0.9846138,0.98668224,0.96919096,0.97015595,0.97576463,0.9409759,0.9260027,0.98249924,0.98665065,1,0.98510236,0.97922504,0.9771839,0.9699114,0.868844,0.8090951,0.8182454,0.72951794,0.89427626,0.84955275,0.7875883,0.65047863,0.84494046,0.8215447,0.83968596,0.692706,0.7442455,0.72688746,0.7110727,0.76856846
Lion_C,C_6,0.7875883,0.7797001,0.79907715,0.7801091,0.7423528,0.7639115,0.84920216,0.7691185,0.8240007,0.704366,0.597353,0.80002124,0.7046762,0.83023727,0.81973296,0.7608458,0.84504026,0.76974154,0.73606175,0.8363236,0.82833755,0.7437107,0.742752,0.75373113,0.769948,0.7994511,0.8032272,0.7476078,0.743976,0.7860457,0.9675712,0.93543845,0.9142301,0.95274097,0.9825505,0.9711759,0.97715837,0.96454644,0.96129,0.97210276,0.97846615,0.9844637,0.9836623,0.9871106,0.9812612,0.97584265,0.9692335,0.9556497,0.98281735,0.98957336,0.98510236,0.9999998,0.99211097,0.9739453,0.97114825,0.830452,0.7678296,0.85380805,0.7516209,0.849825,0.78669095,0.7726544,0.7895317,0.7778572,0.74239945,0.7379727,0.7485067,0.74779296,0.72115445,0.7063469,0.77308905
Lion_C,C_7,0.89427626,0.849825,0.868844,0.830452,0.740635,0.74997037,0.88845015,0.7895212,0.8977883,0.701492,0.702054,0.794585,0.7170002,0.83955467,0.82008266,0.76678604,0.847431,0.7797027,0.7711269,0.8470583,0.8368558,0.7497525,0.74306506,0.7581389,0.77246046,0.7758158,0.80346346,0.7696302,0.7364453,0.8099935,0.95836425,0.9270421,0.9045588,0.93919647,0.9816864,0.97627276,0.9786774,0.9690949,0.9675909,0.9721117,0.97229534,0.9821828,0.97579116,0.9743356,0.98204255,0.9659864,0.9695465,0.95760965,0.97275996,0.9844054,0.97922504,0.99211097,0.9999997,0.98288715,0.9788169,0.85455155,0.7896594,0.88004225,0.80248916,0.868844,0.8090951,0.8182454,0.79462886,0.78927654,0.743976,0.7364453,0.7559962,0.7513417,0.82681018,0.72094046,0.7423447
Lion_C,C_8,0.84955275,0.78669095,0.8090951,0.7678296,0.81503966,0.72734057,0.7660367,0.7864812,0.77817833,0.709978,0.708263,0.8085103,0.7036383,0.83942944,0.80901355,0.7481574,0.8360188,0.7576471,0.7815305,0.8283656,0.81616795,0.72999203,0.72951794,0.7423528,0.7573017,0.79462886,0.7928158,0.7809167,0.7559962,0.8151408,0.9365549,0.9017245,0.8819651,0.9091177,0.9811256,0.99178755,0.9852704,0.98133415,0.98322964,0.97861385,0.96099603,0.98577255,0.97611284,0.95254415,0.9861611,0.9603595,0.96115804,0.95233315,0.9645093,0.9778773,0.9771839,0.9739453,0.98288715,1,0.9949172,0.79148575,0.83459765,0.751277,0.8467021,0.830452,0.7678296,0.85380805,0.7306817,0.7357208,0.864684,0.84826183,0.90257204,0.8840428,0.83968596,0.692706,0.7442455
Lion_C,C_9,0.7875883,0.7726544,0.8182454,0.85380805,0.7928158,0.81623197,0.762635,0.83302176,0.7710598,0.730846,0.602159,0.7265199,0.8840877,0.782318,0.83174884,0.7717817,0.85784924,0.7817661,0.75565064,0.84901404,0.83601594,0.7517758,0.7516209,0.7639115,0.7801894,0.78927654,0.81623197,0.76795954,0.7423528,0.79103065,0.94639057,0.90795815,0.878955,0.9155706,0.9859617,0.99582297,0.99185616,0.9905324,0.99015284,0.98699427,0.9705203,0.98508,0.97324693,0.9534316,0.9908311,0.9565682,0.9670713,0.9584928,0.9604828,0.9778618,0.9699114,0.97114825,0.9788169,0.9949172,1.0000002,0.740635,0.9219383,0.9282557,0.808253,0.8028416,0.81359703,0.8172311,0.7933251,0.8221113,0.79529697,0.7803816,0.78930265,0.7856487,0.7379727,0.7485067,0.74779296
Lion_D,D_1,0.83079356,0.77269435,0.7726544,0.7717055,0.77466834,0.89268744,0.81198686,0.88287413,0.82978106,0.604649,0.8441951,0.7956958,0.65438613,0.77312446,0.8027124,0.7387255,0.8273959,0.746178,0.7429063,0.80967486,0.79976606,0.7169086,0.72081375,0.73212075,0.7476078,0.743976,0.7860457,0.76358795,0.7639115,0.795205,0.8172311,0.8329871,0.88827,0.86707095,0.8035538,0.7875883,0.7815305,0.76438613,0.92727965,0.9383244,0.9263058,0.71037465,0.72094046,0.62577215,0.7815305,0.76438613,0.92727965,0.9383244,0.9263058,0.71037465,0.72094046,0.62577215,0.7815305,0.9100418,0.90405387,1.0000002,0.91043174,0.9492825,0.9965606,0.96146613,0.9038869,0.919274,0.94159746,0.9153528,0.8604878,0.9271474,0.9129642,0.8215447,0.7364453,0.7559962,0.7513417
Lion_D,D_2,0.89914924,0.8231516,0.8182454,0.82897294,0.8456209,0.7347188,0.7680141,0.84279466,0.7671551,0.697343,0.8453076,0.801904,0.782825,0.8034836,0.82777774,0.7657262,0.8550464,0.77654034,0.783844,0.848613,0.82991123,0.7425968,0.743522,0.7527498,0.7696302,0.7364453,0.8099935,0.81298715,0.73212075,0.8420615,0.7933251,0.80668224,0.8881553,0.864635,0.754002,0.7797001,0.78930265,0.7856487,0.8035538,0.7875883,0.89427626,0.79907715,0.87434137,0.86726546,0.78930265,0.7856487,0.8035538,0.7875883,0.89427626,0.79907715,0.87434137,0.86726546,0.78930265,0.9329326,0.9425304,0.91043174,0.99999994,0.9776278,0.9265356,0.980072,0.99854404,0.98994476,0.9791407,0.946195,0.84499204,0.82983565,0.8326527,0.8410002,0.84826183,0.90257204,0.8840428
Lion_D,D_3,0.8336099,0.7495096,0.751277,0.7619182,0.777646,0.7250716,0.8368522,0.9058271,0.8549323,0.808253,0.8028416,0.81359703,0.8172311,0.7967932,0.83078736,0.7714681,0.8542373,0.78098094,0.77688265,0.84092724,0.83162177,0.75221944,0.75301397,0.7664596,0.7809167,0.7559962,0.8151408,0.8055706,0.7527498,0.83361745,0.8033223,0.81925834,0.86547086,0.87397037,0.8566977,0.79907715,0.9129642,0.8215447,0.754002,0.7797001,0.849825,0.7801091,0.894749,0.8802231,0.9129642,0.8215447,0.754002,0.7797001,0.849825,0.7801091,0.894749,0.8802231,0.9129642,0.94986653,0.9530904,0.9492825,0.9776278,1,0.9610216,0.9839289,0.9747005,0.98620796,0.9976533,0.9625887,0.84042716,0.8272761,0.8329488,0.8581144,0.7803816,0.78930265,0.7856487
Lion_D,D_4,0.86547086,0.7646958,0.76372087,0.77829707,0.79122674,0.726067,0.7780284,0.84998435,0.77889174,0.7894183,0.76047863,0.74997037,0.8329871,0.75625646,0.80717766,0.75891674,0.8363288,0.7713703,0.78453076,0.8341869,0.8276577,0.75565064,0.7517825,0.76232046,0.76795954,0.7423528,0.79103065,0.81339455,0.7664596,0.84120363,0.85245896,0.7211972,0.8555119,0.8616733,0.87881027,0.7801091,0.8326527,0.8410002,0.8566977,0.79907715,0.868844,0.7987796,0.78324926,0.7716172,0.8326527,0.8410002,0.8566977,0.79907715,0.868844,0.7987796,0.78324926,0.7716172,0.8326527,0.9244018,0.920933,0.9965606,0.9265356,0.9610216,0.9999998,0.97465414,0.92147833,0.935214,0.956377,0.9342298,0.7888421,0.75869924,0.7687714,0.8294002,0.9271474,0.9129642,0.8215447
Lion_D,D_5,0.87397037,0.7437107,0.742752,0.75373113,0.769948,0.7185815,0.896114,0.9311992,0.9323,0.88827,0.86707095,0.7376733,0.88827,0.7434747,0.80978554,0.75617164,0.8372884,0.7659504,0.77156955,0.8372967,0.82271963,0.7429063,0.7389353,0.7527064,0.76358795,0.7639115,0.795205,0.7994511,0.80346346,0.8314382,0.770002,0.740635,0.81908221,0.82681018,0.84787355,0.7987796,0.8329488,0.8581144,0.87881027,0.7801091,0.830452,0.8383205,0.7808155,0.7720909,0.8329488,0.8581144,0.87881027,0.7801091,0.830452,0.8383205,0.7808155,0.7720909,0.8329488,0.9439371,0.94855744,0.96146613,0.980072,0.9839289,0.97465414,1.0000002,0.9779731,0.9779446,0.9845098,0.96517724,0.7773603,0.76068735,0.7702743,0.8280845,0.82983565,0.8326527,0.8410002
Lion_D,D_6,0.84494046,0.7497525,0.74306506,0.7581389,0.7211972,0.81065276,0.82859373,0.9043331,0.84844685,0.8881553,0.864635,0.65047863,0.86707095,0.809641,0.85459554,0.80251396,0.87625027,0.8097943,0.7561893,0.8572374,0.85432595,0.783844,0.786566,0.79496634,0.81298715,0.73212075,0.8420615,0.7758158,0.7928158,0.8113592,0.74383014,0.74997037,0.740635,0.72094046,0.81210494,0.8383205,0.7687714,0.8294002,0.84787355,0.7987796,0.85455155,0.72773856,0.827119,0.81961703,0.7687714,0.8294002,0.84787355,0.7987796,0.85455155,0.72773856,0.827119,0.81961703,0.7687714,0.93063605,0.94119424,0.9038869,0.99854404,0.9747005,0.92147833,0.9779731,1.0000002,0.98948985,0.9777396,0.94503224,0.78991014,0.7711269,0.7815305,0.76438613,0.8272761,0.8329488,0.8581144
Lion_D,D_7,0.8143877,0.7735926,0.80870855,0.80542237,0.79671204,0.8094651,0.83079356,0.89914924,0.8336099,0.86547086,0.87397037,0.84494046,0.7376733,0.65047863,0.8467779,0.79459345,0.8688768,0.8018042,0.781803,0.84933203,0.84505177,0.77688265,0.7784642,0.7916939,0.8055706,0.7527498,0.83361745,0.79462886,0.81623197,0.82116395,0.8372884,0.7376733,0.9219383,0.8372967,0.92727965,0.9383244,0.7702743,0.8280845,0.81210494,0.8383205,0.89148575,0.93499863,0.740635,0.7054002,0.7702743,0.8280845,0.81210494,0.8383205,0.89148575,0.93499863,0.740635,0.7054002,0.7702743,0.9264394,0.93621355,0.919274,0.98994476,0.98620796,0.935214,0.9779446,0.98948985,1.0000002,0.9873786,0.9412058,0.7908846,0.7805711,0.7902186,0.78752923,0.75869924,0.7687714,0.8294002
Lion_D,D_8,0.79680854,0.7533802,0.78961825,0.7859382,0.7766831,0.7906376,0.77269435,0.8231516,0.7495096,0.7646958,0.7437107,0.7497525,0.72999203,0.7517758,0.8546492,0.8028374,0.8788613,0.8114387,0.76493466,0.8642324,0.85673213,0.78453076,0.7842941,0.79523784,0.81339455,0.7664596,0.84120363,0.78927654,0.7860457,0.8221113,0.87625027,0.65047863,0.9282557,0.8572374,0.8035538,0.7875883,0.7815305,0.76438613,0.92727965,0.9383244,0.9263058,0.71037465,0.72094046,0.62577215,0.7815305,0.76438613,0.92727965,0.9383244,0.9263058,0.71037465,0.72094046,0.62577215,0.7815305,0.9517139,0.95617706,0.94159746,0.9791407,0.9976533,0.956377,0.9845098,0.9777396,0.9873786,1,0.9648596,0.8706494,0.9194516,0.9107374,0.8913629,0.76068735,0.7702743,0.8280845
